,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_approved,Credit_Score
306,LP001993,0,0,0,1,1,300960,133280.0,10800.0,360.0,1,1,760
307,LP001994,0,0,0,1,1,192000,149040.0,8320.0,360.0,0,0,437
308,LP001996,1,0,0,1,1,1618640,0.0,38400.0,360.0,1,0,800
309,LP001998,1,1,2,0,1,613360,0.0,14800.0,360.0,1,1,430
310,LP002002,0,0,0,1,1,233360,0.0,6720.0,360.0,2,1,712
311,LP002004,1,0,0,0,1,234160,192400.0,8880.0,360.0,2,1,729
312,LP002006,0,0,0,1,1,200560,0.0,4480.0,360.0,1,1,730
313,LP002008,1,1,2,1,1,459680,0.0,11520.0,84.0,1,1,344
314,LP002024,1,1,0,1,1,197840,147440.0,12720.0,360.0,1,0,751
315,LP002031,1,1,1,0,1,271920,131200.0,8880.0,180.0,0,1,762
316,LP002035,1,1,2,1,1,297360,0.0,9600.0,360.0,2,1,737
317,LP002036,1,1,0,1,1,164640,170720.0,7040.0,360.0,0,1,482
318,LP002043,0,0,1,1,1,283280,0.0,8960.0,360.0,2,1,600
319,LP002050,1,1,1,1,1,800000,0.0,12400.0,360.0,1,0,776
320,LP002051,1,1,0,1,1,192000,173360.0,9200.0,360.0,2,1,793
321,LP002053,1,1,3,1,1,347360,15120.0,9920.0,360.0,2,1,750
322,LP002054,1,1,2,0,1,288080,127200.0,10240.0,360.0,1,1,753
323,LP002055,0,0,0,1,1,253280,238800.0,10560.0,360.0,1,1,468
324,LP002065,1,1,3,1,1,1200000,0.0,24000.0,360.0,1,1,735
325,LP002067,1,1,1,1,1,693280,398640.0,30080.0,360.0,1,0,357
326,LP002068,1,0,0,1,1,393360,0.0,10400.0,360.0,1,1,588
327,LP002082,1,1,0,1,1,465440,172800.0,14720.0,360.0,2,1,799
328,LP002086,0,1,0,1,1,346640,196080.0,8800.0,360.0,0,0,770
329,LP002087,0,0,0,1,1,200000,0.0,5360.0,360.0,0,1,726
330,LP002097,1,0,1,1,1,350720,143440.0,9360.0,360.0,0,1,763
331,LP002098,1,0,0,1,1,234800,0.0,7840.0,360.0,2,1,759
332,LP002100,1,0,0,1,1,226640,0.0,5680.0,360.0,0,1,745
333,LP002101,1,1,0,1,1,5066960,0.0,39200.0,180.0,0,1,718
334,LP002103,1,1,1,1,1,786640,146640.0,14560.0,180.0,0,1,787
335,LP002106,1,1,0,1,1,440240,359200.0,5600.0,360.0,2,1,782
336,LP002110,1,1,1,1,1,420000,55040.0,12800.0,360.0,1,1,741
337,LP002112,1,1,2,1,1,200000,368000.0,14080.0,360.0,1,1,703
338,LP002113,0,0,3,0,1,146400,0.0,10240.0,360.0,0,0,474
339,LP002114,0,0,0,1,1,332800,0.0,5680.0,360.0,2,1,762
340,LP002115,1,1,3,0,1,211760,126960.0,13840.0,360.0,1,0,758
341,LP002116,0,0,0,1,1,190240,0.0,3680.0,360.0,1,0,796
342,LP002119,1,1,1,0,1,364320,98320.0,12640.0,360.0,0,1,799
343,LP002126,1,1,3,0,1,253840,0.0,5920.0,360.0,2,1,751
344,LP002128,1,1,2,1,1,206640,186400.0,10000.0,360.0,1,1,773
345,LP002129,1,1,0,1,1,199920,196640.0,12800.0,360.0,2,1,795
346,LP002130,1,1,0,0,1,281840,258400.0,12160.0,360.0,1,0,594
347,LP002131,1,1,2,0,1,246640,173440.0,10080.0,360.0,0,1,765
348,LP002137,1,1,0,1,1,506640,366640.0,20720.0,360.0,2,1,485
349,LP002138,1,1,0,1,1,210000,500000.0,14960.0,360.0,1,1,773
350,LP002139,1,1,0,1,1,726640,0.0,18240.0,360.0,2,1,749
351,LP002140,1,0,0,1,1,700000,333360.0,24640.0,360.0,1,0,748
352,LP002141,1,1,3,1,1,213280,166640.0,7600.0,360.0,1,1,743
353,LP002142,0,1,0,1,1,440000,0.0,8400.0,360.0,1,0,340
354,LP002143,0,1,0,1,1,193840,40400.0,10400.0,360.0,2,1,735
355,LP002144,0,0,0,1,1,305040,0.0,9280.0,180.0,0,1,753
356,LP002149,1,1,2,1,1,666640,253360.0,13200.0,360.0,1,1,739
357,LP002151,1,1,1,1,1,310000,0.0,5360.0,360.0,0,0,763
358,LP002158,1,1,0,0,1,240000,133280.0,8000.0,480.0,0,0,390
359,LP002160,1,1,3,1,1,413360,253360.0,16000.0,360.0,2,1,786
360,LP002161,0,0,1,1,1,377840,0.0,6480.0,360.0,2,0,704
361,LP002170,1,1,2,1,1,400000,293360.0,18880.0,360.0,2,1,763
362,LP002175,1,1,0,1,1,380000,186640.0,10400.0,360.0,0,1,772
363,LP002178,1,1,0,1,1,241040,242640.0,7600.0,300.0,0,1,437
364,LP002180,1,0,0,1,1,545760,0.0,11280.0,360.0,1,1,759
365,LP002181,1,0,0,0,1,497280,0.0,10640.0,360.0,1,0,711
366,LP002187,1,0,0,1,1,200000,0.0,7680.0,480.0,2,0,756
367,LP002188,1,0,0,1,1,409920,0.0,9920.0,360.0,1,0,345
368,LP002190,1,1,1,1,1,506000,0.0,14000.0,360.0,2,1,747
369,LP002191,1,1,0,1,1,1578400,421280.0,45600.0,360.0,1,0,723
370,LP002194,0,0,0,1,1,1260720,0.0,4400.0,360.0,2,1,746
371,LP002197,1,1,2,1,1,414800,0.0,12400.0,360.0,2,1,785
372,LP002201,1,1,2,1,1,745840,629840.0,30400.0,300.0,1,1,701
373,LP002205,1,0,1,1,1,244960,158960.0,8880.0,180.0,0,0,321
374,LP002209,0,0,0,1,1,221120,116720.0,8800.0,360.0,0,1,791
375,LP002211,1,1,0,1,1,385360,73840.0,9600.0,180.0,0,1,770
376,LP002219,1,1,3,1,1,700000,399680.0,10400.0,360.0,1,1,739
377,LP002223,1,1,0,1,1,344800,0.0,10400.0,360.0,2,1,500
378,LP002224,1,0,0,1,1,245520,0.0,5680.0,480.0,0,0,766
379,LP002225,1,1,2,1,1,431280,0.0,10400.0,360.0,0,1,768
380,LP002226,1,1,0,1,1,266640,200000.0,10240.0,360.0,2,1,716
381,LP002229,1,0,0,1,1,475280,338560.0,23680.0,360.0,2,1,749
382,LP002231,0,0,0,1,1,480000,0.0,12480.0,360.0,0,1,735
383,LP002234,1,0,0,1,1,573360,0.0,10240.0,360.0,0,1,767
384,LP002236,1,1,2,1,1,365280,0.0,8000.0,360.0,0,0,764
385,LP002237,1,0,1,1,1,293360,0.0,9040.0,180.0,0,1,769
386,LP002239,1,0,0,0,1,187680,128000.0,10560.0,360.0,2,1,712
387,LP002243,1,1,0,0,1,240800,250880.0,10240.0,360.0,0,0,472
388,LP002244,1,1,0,1,1,186640,193360.0,10880.0,360.0,0,1,714
389,LP002250,1,1,0,1,1,439040,0.0,10000.0,360.0,1,1,752
390,LP002255,1,0,3,1,1,733360,0.0,14800.0,360.0,1,1,734
391,LP002262,1,1,3,1,1,760320,0.0,22000.0,360.0,1,1,711
392,LP002263,1,1,0,1,1,206640,169200.0,9600.0,360.0,0,1,386
393,LP002265,1,1,2,0,1,159440,130000.0,9040.0,180.0,2,1,770
394,LP002266,1,1,2,1,1,248000,112000.0,9040.0,360.0,0,1,742
395,LP002272,1,1,2,1,1,262080,38720.0,10800.0,360.0,2,1,588
396,LP002277,0,0,0,1,1,254400,0.0,5680.0,360.0,0,0,419
397,LP002281,1,1,0,1,1,242640,116720.0,7600.0,360.0,0,1,737
398,LP002284,1,0,0,0,1,312160,133280.0,8720.0,360.0,1,1,725
399,LP002287,0,0,0,1,1,120000,144000.0,8240.0,360.0,2,0,450
400,LP002288,1,1,2,0,1,231120,0.0,3600.0,180.0,0,0,539
401,LP002296,1,0,0,0,1,220400,0.0,5200.0,300.0,1,0,785
402,LP002297,1,0,0,1,1,200000,1600000.0,8240.0,360.0,2,1,790
403,LP002300,0,0,0,0,1,157040,0.0,4240.0,360.0,2,1,734
404,LP002301,0,0,0,1,1,595280,0.0,15520.0,360.0,1,0,716
405,LP002305,0,0,0,1,1,363760,0.0,9200.0,360.0,2,1,745
406,LP002308,1,1,0,0,1,173360,192000.0,9200.0,360.0,0,1,771
407,LP002314,0,0,0,0,1,177040,0.0,5280.0,360.0,1,1,724
408,LP002315,1,1,1,1,1,664000,0.0,12160.0,300.0,2,0,440
409,LP002317,1,1,3,1,1,6480000,0.0,28800.0,360.0,1,0,343
410,LP002318,0,0,1,0,1,309360,0.0,4960.0,360.0,2,0,730
411,LP002319,1,1,0,1,1,500480,0.0,12800.0,360.0,0,1,343
412,LP002328,1,1,0,0,1,487680,0.0,17440.0,360.0,1,0,525
413,LP002332,1,1,0,0,1,180240,162640.0,8800.0,360.0,1,1,743
414,LP002335,0,1,0,0,1,171920,258960.0,14240.0,360.0,2,0,357
415,LP002337,0,0,0,1,1,239600,0.0,4800.0,360.0,0,1,758
416,LP002341,0,0,1,1,1,208000,0.0,12800.0,360.0,0,0,792
417,LP002342,1,1,2,1,1,128000,1600000.0,19120.0,360.0,0,0,725
418,LP002345,1,1,0,1,1,82000,221840.0,8960.0,360.0,1,1,749
419,LP002347,1,1,0,1,1,259680,113360.0,11040.0,360.0,2,1,739
420,LP002348,1,1,0,1,1,466320,0.0,11040.0,360.0,1,1,795
421,LP002357,0,0,0,0,1,217600,0.0,6400.0,360.0,0,0,448
422,LP002361,1,1,0,1,1,145600,137520.0,8000.0,360.0,0,1,712
423,LP002362,1,1,1,1,1,580000,133360.0,8800.0,360.0,0,0,471
424,LP002364,1,1,0,1,1,1190400,0.0,7680.0,360.0,2,1,795
425,LP002366,1,1,0,1,1,213280,344000.0,9680.0,360.0,1,1,739
426,LP002367,0,0,1,0,1,368480,0.0,6480.0,360.0,1,0,776
427,LP002368,1,1,2,1,1,474800,0.0,10640.0,360.0,2,1,719
428,LP002369,1,1,0,1,1,233600,1289.6000672,6960.0,360.0,1,1,734
429,LP002370,1,0,0,0,1,217360,0.0,4800.0,180.0,0,1,767
430,LP002377,0,0,1,1,1,689920,0.0,12000.0,360.0,2,1,733
431,LP002379,1,0,0,1,1,520000,0.0,8400.0,360.0,1,0,571
432,LP002386,1,0,0,1,1,1030080,0.0,32400.0,360.0,2,1,726
433,LP002387,1,1,0,1,1,194000,187200.0,11440.0,360.0,2,1,797
434,LP002390,1,0,0,1,1,300000,0.0,8000.0,360.0,0,1,747
435,LP002393,0,1,0,1,1,803760,0.0,10240.0,240.0,2,1,748
436,LP002398,1,0,0,1,1,154080,148080.0,4000.0,360.0,2,1,722
437,LP002401,1,1,0,1,1,177040,90000.0,10240.0,360.0,0,1,797
438,LP002403,1,0,0,1,1,833280,0.0,14960.0,360.0,0,0,311
439,LP002407,0,1,0,0,1,571360,0.0,11040.0,360.0,1,1,779
440,LP002408,1,0,0,1,1,292800,405120.0,14960.0,360.0,2,1,784
441,LP002409,1,1,0,1,1,632080,146640.0,14400.0,360.0,1,1,746
442,LP002418,1,0,3,0,1,376560,159440.0,11840.0,360.0,2,1,750
443,LP002422,1,0,1,1,1,3017520,0.0,12160.0,360.0,2,1,746
444,LP002424,1,1,0,1,1,586640,666640.0,14000.0,300.0,1,1,301
445,LP002429,1,1,1,1,1,277280,96800.0,10400.0,360.0,1,1,744
446,LP002434,1,1,2,0,1,372160,0.0,8800.0,360.0,1,1,746
447,LP002435,1,1,0,1,1,283120,110080.0,4400.0,360.0,1,0,748
448,LP002443,1,1,2,1,1,267200,136800.0,12000.0,360.0,1,0,533
449,LP002444,1,0,1,0,1,221520,123360.0,15200.0,360.0,2,0,554
450,LP002446,1,1,2,0,1,184720,100400.0,10000.0,360.0,1,0,410
451,LP002447,1,1,2,0,1,156640,116480.0,4800.0,300.0,0,1,309
452,LP002448,1,1,0,1,1,315840,138640.0,11920.0,360.0,1,0,556
453,LP002449,1,1,0,1,1,198640,197280.0,7200.0,180.0,1,1,498
454,LP002453,1,0,0,1,1,566800,0.0,6720.0,360.0,2,1,757
455,LP002455,1,1,2,1,1,308720,0.0,7680.0,360.0,2,1,705
456,LP002459,1,1,0,1,1,344080,0.0,9440.0,360.0,0,1,710
457,LP002467,1,1,0,1,1,296640,205520.0,13840.0,360.0,0,0,741
458,LP002472,1,0,2,1,1,348320,0.0,10880.0,360.0,1,1,710
459,LP002473,1,1,0,1,1,666720,0.0,12800.0,360.0,2,0,748
460,LP002478,1,1,0,1,1,166640,326640.0,12800.0,360.0,2,1,373
461,LP002484,1,1,3,1,1,619200,0.0,10240.0,180.0,0,1,760
462,LP002487,1,1,0,1,1,241200,175040.0,12240.0,360.0,1,1,763
463,LP002489,0,0,1,0,1,415280,0.0,10560.0,360.0,2,1,750
464,LP002493,1,0,0,1,1,333280,0.0,7840.0,360.0,2,0,446
465,LP002494,1,0,0,1,1,480000,0.0,11200.0,360.0,1,1,790
466,LP002500,1,1,3,0,1,235760,133120.0,5600.0,180.0,0,0,572
467,LP002501,1,1,0,1,1,1335360,0.0,8800.0,360.0,2,1,718
468,LP002502,0,1,2,0,1,16800,233360.0,7840.0,360.0,2,1,732
469,LP002505,1,1,0,1,1,346640,196080.0,8800.0,360.0,0,0,795
470,LP002515,1,1,1,1,1,276000,166320.0,12960.0,360.0,2,1,791
471,LP002517,1,1,1,0,1,212240,120000.0,9040.0,180.0,1,0,468
472,LP002519,1,1,3,1,1,375280,0.0,8000.0,360.0,2,1,785
473,LP002522,0,0,0,1,1,200000,0.0,7440.0,360.0,0,1,477
474,LP002524,1,0,2,1,1,442560,371840.0,12960.0,360.0,1,1,721
475,LP002527,1,1,2,1,1,1322000,81120.0,12000.0,360.0,1,1,797
476,LP002529,1,1,2,1,1,536000,140000.0,18400.0,300.0,2,1,704
477,LP002530,1,1,2,1,1,229840,149760.0,10560.0,360.0,2,0,386
478,LP002531,1,1,1,1,1,1333360,180000.0,6880.0,360.0,2,1,765
479,LP002533,1,1,2,1,1,235760,128240.0,10240.0,360.0,0,0,749
480,LP002534,0,0,0,0,1,348000,0.0,12320.0,360.0,1,1,791
481,LP002536,1,1,3,0,1,247600,0.0,9040.0,360.0,1,1,778
482,LP002537,1,1,0,1,1,166640,252000.0,10240.0,360.0,2,1,759
483,LP002541,1,1,0,1,1,866640,0.0,18720.0,360.0,2,1,766
484,LP002543,1,1,2,1,1,666640,0.0,19680.0,360.0,2,1,741
485,LP002544,1,1,1,0,1,156640,194880.0,10480.0,360.0,1,1,743
486,LP002545,1,0,2,1,1,283760,0.0,6400.0,360.0,1,0,402
487,LP002547,1,1,1,1,1,1466640,0.0,40000.0,360.0,0,0,735
488,LP002555,1,1,2,1,1,366640,166640.0,12800.0,360.0,2,1,787
489,LP002556,1,0,0,1,1,194800,0.0,6000.0,360.0,0,0,720
490,LP002560,1,0,0,0,1,215920,222800.0,7680.0,360.0,2,1,572
491,LP002562,1,1,1,0,1,426640,90480.0,14880.0,360.0,0,1,311
492,LP002571,1,0,0,0,1,295280,0.0,8800.0,360.0,1,1,763
493,LP002582,0,0,0,0,1,1381040,0.0,18000.0,360.0,2,1,798
494,LP002585,1,1,0,1,1,287760,172560.0,9520.0,360.0,1,0,371
495,LP002586,0,1,1,1,1,266080,73040.0,8400.0,84.0,2,1,757
496,LP002587,1,1,0,0,1,208000,136000.0,8560.0,360.0,1,1,762
497,LP002588,1,1,0,1,1,370000,228560.0,8880.0,12.0,0,1,440
498,LP002600,1,1,1,1,1,231600,0.0,7600.0,360.0,2,1,742
499,LP002602,1,0,0,1,1,502640,353280.0,16720.0,360.0,1,0,534
500,LP002603,0,0,0,1,1,51600,294640.0,9040.0,480.0,1,1,778
501,LP002606,0,0,0,1,1,252720,0.0,8000.0,360.0,2,1,722
502,LP002615,1,1,2,1,1,389200,449920.0,16640.0,360.0,2,1,729
503,LP002618,1,1,1,0,1,324000,424160.0,11040.0,360.0,1,0,486
504,LP002619,1,1,0,0,1,305120,118640.0,9920.0,300.0,2,1,703
505,LP002622,1,1,2,1,1,280800,353280.0,19440.0,360.0,1,1,791
506,LP002624,1,1,0,1,1,1666640,533360.0,38400.0,360.0,0,1,517
507,LP002625,1,0,0,1,1,286640,0.0,7680.0,360.0,0,0,737
508,LP002626,1,1,0,1,1,198320,241040.0,15040.0,360.0,0,1,709
509,LP002634,0,0,1,1,1,1060960,0.0,3200.0,360.0,0,1,756
510,LP002637,1,0,0,0,1,287840,102960.0,8000.0,360.0,1,0,772
511,LP002640,1,1,1,1,1,485200,160320.0,20000.0,360.0,2,1,720
512,LP002643,1,1,2,1,1,262640,162800.0,11840.0,360.0,0,1,737
513,LP002648,1,1,0,1,1,170400,533280.0,5600.0,180.0,2,0,774
514,LP002652,1,0,0,1,1,465200,293280.0,24880.0,360.0,1,0,754
515,LP002659,1,1,3,1,1,277280,274240.0,12000.0,360.0,1,1,761
516,LP002670,0,1,2,1,1,162480,130560.0,9040.0,480.0,2,1,753
517,LP002682,1,1,0,0,1,245920,144000.0,9840.0,360.0,2,0,341
518,LP002683,1,0,0,1,1,374640,153200.0,14800.0,360.0,2,0,765
519,LP002684,0,0,0,0,1,272000,0.0,7600.0,360.0,1,0,796
520,LP002689,1,1,2,0,1,175360,139360.0,3600.0,360.0,2,1,717
521,LP002690,1,0,0,1,1,200000,0.0,4400.0,360.0,2,1,763
522,LP002692,1,1,3,1,1,454160,113920.0,8000.0,360.0,1,1,797
523,LP002693,1,1,2,1,1,635840,573280.0,38400.0,360.0,1,1,793
524,LP002697,1,0,0,1,1,374400,166960.0,10240.0,360.0,2,0,723
525,LP002699,1,1,2,1,1,1400000,0.0,32000.0,360.0,1,1,736
526,LP002705,1,1,0,1,1,302000,0.0,8800.0,360.0,2,1,736
527,LP002706,1,1,1,0,1,422800,114400.0,12880.0,360.0,2,1,593
528,LP002714,1,0,1,0,1,214320,104160.0,7520.0,360.0,2,1,760
529,LP002716,1,0,0,0,1,542640,0.0,10400.0,360.0,2,1,754
530,LP002717,1,1,0,1,1,82000,440000.0,17280.0,360.0,1,1,443
531,LP002720,1,1,3,1,1,342480,0.0,8000.0,360.0,0,1,784
532,LP002723,1,0,2,1,1,287040,0.0,8800.0,360.0,1,0,515
533,LP002729,1,0,1,1,1,900000,0.0,15680.0,360.0,2,0,552
534,LP002731,0,0,0,0,1,1453200,0.0,10000.0,360.0,0,1,788
535,LP002732,1,0,0,0,1,204000,163360.0,10080.0,360.0,1,1,737
536,LP002734,1,1,0,1,1,490640,312480.0,25920.0,360.0,0,1,724
537,LP002738,1,0,2,1,1,289360,0.0,8560.0,360.0,2,1,785
538,LP002739,1,1,0,0,1,233360,42880.0,5280.0,360.0,1,0,734
539,LP002740,1,1,3,1,1,513360,0.0,12560.0,180.0,1,1,727
540,LP002741,0,1,1,1,1,368640,227600.0,11200.0,180.0,2,1,779
541,LP002743,0,0,0,1,1,171040,0.0,7920.0,360.0,2,0,584
542,LP002753,0,0,1,1,1,292160,0.0,7600.0,360.0,2,1,752
543,LP002755,1,1,1,0,1,179120,201920.0,10240.0,360.0,0,1,724
544,LP002757,0,1,0,0,1,241360,53040.0,8160.0,360.0,2,1,525
545,LP002767,1,1,0,1,1,221440,156000.0,12400.0,360.0,1,1,727
546,LP002768,1,0,0,0,1,268640,0.0,6400.0,36.0,2,0,758
547,LP002772,1,0,0,1,1,202080,142640.0,11600.0,360.0,1,1,723
548,LP002776,0,0,0,1,1,400000,0.0,8240.0,360.0,2,0,590
549,LP002777,1,1,0,1,1,222800,161280.0,8800.0,360.0,1,1,768
550,LP002778,1,1,2,1,1,530640,0.0,10240.0,360.0,1,0,547
551,LP002784,1,1,1,0,1,199360,190000.0,10240.0,360.0,1,1,706
552,LP002785,1,1,1,1,1,266640,260000.0,12640.0,360.0,0,1,704
553,LP002788,1,1,0,0,1,196320,186640.0,14480.0,360.0,0,0,595
554,LP002789,1,1,0,1,1,287440,341280.0,10560.0,180.0,1,0,518
555,LP002792,1,1,1,1,1,437440,82560.0,2080.0,360.0,2,1,785
556,LP002794,0,0,0,1,1,213360,130000.0,6720.0,360.0,0,1,480
557,LP002795,1,1,3,1,1,811120,0.0,20800.0,360.0,2,1,756
558,LP002798,1,1,0,1,1,310960,213520.0,12960.0,360.0,2,1,720
559,LP002804,0,1,0,1,1,334400,184480.0,14560.0,360.0,2,1,732
560,LP002807,1,1,2,0,1,294000,19360.0,8640.0,360.0,2,1,761
561,LP002813,0,1,1,1,1,1558720,0.0,48000.0,360.0,2,1,727
562,LP002820,1,1,0,1,1,473840,164320.0,16880.0,360.0,1,1,772
563,LP002821,1,0,0,0,1,464000,0.0,10560.0,360.0,2,1,759
564,LP002832,1,1,2,1,1,703920,0.0,20640.0,360.0,0,0,519
565,LP002833,1,1,0,0,1,357360,0.0,9600.0,360.0,1,1,521
566,LP002836,1,0,0,1,1,266640,0.0,5600.0,360.0,0,1,721
567,LP002837,1,1,3,1,1,272000,200000.0,9840.0,360.0,1,0,538
568,LP002840,0,0,0,1,1,190240,0.0,720.0,360.0,0,0,702
569,LP002841,1,1,0,1,1,253280,165120.0,8320.0,360.0,0,0,305
570,LP002842,1,1,1,1,1,273360,140000.0,14880.0,360.0,0,1,786
571,LP002847,1,1,0,1,1,409280,116080.0,13200.0,360.0,0,0,547
572,LP002855,1,1,2,1,1,1333280,0.0,22000.0,360.0,0,1,769
573,LP002862,1,1,2,0,1,490000,130000.0,14960.0,480.0,2,0,717
574,LP002863,1,1,3,1,1,512480,0.0,12000.0,360.0,2,0,799
575,LP002868,1,1,2,1,1,252720,36880.0,8640.0,84.0,0,1,773
576,LP002872,1,1,0,1,1,246960,176800.0,10880.0,360.0,2,0,400
577,LP002874,1,0,0,1,1,258320,219120.0,8800.0,360.0,0,1,793
578,LP002877,1,1,1,1,1,142560,178560.0,8560.0,360.0,1,1,731
579,LP002888,1,0,0,1,1,254560,233360.0,12880.0,360.0,0,1,773
580,LP002892,1,1,2,1,1,523200,0.0,16400.0,360.0,2,1,778
581,LP002893,1,0,0,1,1,146880,2706960.0,7200.0,360.0,0,0,707
582,LP002894,0,1,0,1,1,253280,0.0,2880.0,360.0,2,1,702
583,LP002898,1,1,1,1,1,150400,0.0,4880.0,360.0,1,0,347
584,LP002911,1,1,1,1,1,222960,153360.0,11680.0,360.0,1,0,509
585,LP002912,1,1,1,1,1,342640,240000.0,13760.0,84.0,1,0,765
586,LP002916,1,1,0,1,1,183760,121760.0,8320.0,360.0,0,1,714
587,LP002917,0,0,0,0,1,173200,0.0,5600.0,360.0,2,1,799
588,LP002925,1,0,0,1,1,380000,0.0,7520.0,360.0,2,1,711
589,LP002926,1,1,2,1,1,218080,0.0,8480.0,360.0,2,0,366
590,LP002928,1,1,0,1,1,240000,273280.0,4480.0,180.0,2,1,798
591,LP002931,1,1,2,1,1,480000,0.0,16400.0,240.0,2,0,778
592,LP002933,1,0,3,1,1,748560,0.0,23360.0,360.0,2,1,718
593,LP002936,1,1,0,1,1,308720,264000.0,11360.0,180.0,1,1,702
594,LP002938,1,1,0,1,1,1289600,0.0,20800.0,360.0,0,1,708
595,LP002940,1,0,0,0,1,306640,0.0,8800.0,360.0,1,1,783
596,LP002941,1,1,2,0,1,510640,80000.0,14960.0,360.0,1,0,764
597,LP002943,1,0,0,1,1,238960,0.0,7040.0,360.0,2,0,449
598,LP002945,1,1,0,1,1,797040,0.0,14400.0,360.0,1,1,735
599,LP002948,1,1,2,1,1,462400,0.0,15360.0,360.0,0,1,745
600,LP002949,0,0,3,1,1,33280,3333360.0,28000.0,180.0,0,0,363
601,LP002950,1,1,0,0,1,231520,223360.0,12400.0,360.0,1,1,789
602,LP002953,1,1,3,1,1,456240,0.0,10240.0,360.0,0,1,710
603,LP002958,1,0,0,1,1,294080,344080.0,13760.0,360.0,1,1,734
604,LP002959,0,1,1,1,1,960000,0.0,39680.0,360.0,2,1,729
605,LP002960,1,1,0,0,1,192000,304000.0,10240.0,180.0,0,0,783
606,LP002961,1,1,1,1,1,272000,200000.0,13840.0,360.0,2,1,771
607,LP002964,1,1,2,0,1,318960,112880.0,12560.0,360.0,1,1,774
608,LP002974,1,1,0,1,1,258560,156000.0,8640.0,360.0,1,1,732
609,LP002978,0,0,0,1,1,232000,0.0,5680.0,360.0,1,1,774
610,LP002979,1,1,3,1,1,328480,0.0,3200.0,180.0,1,1,703
611,LP002983,1,1,1,1,1,645760,19200.0,20240.0,360.0,0,1,788
612,LP002984,1,1,2,1,1,606640,0.0,14960.0,360.0,0,1,727
613,LP002990,0,0,0,1,1,366640,0.0,10640.0,360.0,2,0,371
